9940		0		139.6
9941		0		138
9942		0		136
9943		0		136
9944		0		134.8
9945		0		135.3
9946		0		136.8
9947		0		139
9948		0		141.6
9949		0		144.5
9950		0		146.2
9951		0		146.1
9952		0		144.8
9953		0		143
9954		0		139.2
9955		0		136.2
9956		0		135.1
9957		0		134.2
9958		0		134
9959		0		136.8
9960		0		141
9961		0		141.1
9962		0		141.3
9963		0		140.2
9964		0		138.8
9965		0		137.1
9966		0		137.3
9967		0		136.4
9968		0		138
9969		0		139.5
9970		0		142.9
9971		0		145.5
9972		0		147.6
9973		0		148
9974		0		147.2
9975		0		143.7
9976		0		140.8
9977		0		137.6
9978		0		137.6
9979		0		135.4
9980		0		133.4
9981		0		133.9
9982		0		134.3
9983		0		135
9984		0		135.8
9985		0		135.6
9986		0		136
9987		0		135.9
9988		0		135.5
9989		0		135.3
9990		0		133.4
9991		0		122.5
9992		0		103.6
9993		0		82.6
9994		0		57.1
9995		0		33.9
9996		0		15.7
9997		0		4.5
9998		0		0.1
9999		0		0
10000		0		2
10001		0		3.5
10002		0		3.3
10003		0		2.2
10004		0		1.7
10005		0		2
10006		0		2.5
10007		0		2.6
10008		0		2.3
10009		0		1.9
10010		0		2.3
10011		0		2.3
10012		0		2.2
10013		0		2.7
10014		0		2.2
10015		0		1.9
10016		0		2.2
10017		0		2.4
10018		0		2.2
10019		0		2.1
10020		0		2
10021		0		2
10022		0		2.2
10023		0		2
10024		0		2.1
10025		0		2
10026		0		2.1
10027		0		2.2
10028		0		2.3
10029		0		2
10030		0		1.9
10031		0		2.3
10032		0		2.2
10036		0		2
10036		0		2.2
10036		0		2.2
10036		0		2
10037		0		2.3
10038		0		2
10039		0		2.1
10040		0		2
10041		0		2.1
10042		0		2.2
10043		0		2.2
10044		0		2.2
10045		0		2.1
10046		0		2
10048		0		2.1
10048		0		2
10049		0		2.2
10051		0		2
10051		0		2
10052		0		2.3
10053		0		2.1
10054		0		2
10055		0		2.2
10056		0		2.2
10057		0		1.9
10058		0		2.3
10059		0		2.2
10060		0		2
10061		0		2.1
10063		0		2.2
10063		0		2
10064		0		2
10065		0		2
10077		0		2.1
10077		0		2.2
10077		0		1.9
10077		0		2
10077		0		2.3
10077		0		2.1
10077		0		1.9
10078		0		2.3
10078		0		2
10078		0		2
10078		0		2.1
10078		0		2.2
10078		0		2
10079		0		2.1
10080		0		1.9
10081		0		2
10082		0		2
10083		0		2
10084		0		1.9
10085		0		2.3
10086		0		2
10087		0		2.2
10088		0		2.2
10089		0		2.1
10090		0		2
10091		0		2
10092		0		2
10093		0		1.9
10094		0		1.9
10095		0		2.3
10096		0		2.2
10097		0		2
10098		0		2.1
10099		0		2.4
10100		0		2.4
10101		0		2.3
10104		0		2
10104		0		2.2
10104		0		2.1
10105		0		2
10106		0		1.9
10108		0		2
10108		0		2
10110		0		1.9
10111		0		2
10111		0		2.2
10113		0		2.3
10113		0		2
10116		0		1.9
10116		0		2
10116		0		2
10117		0		2.3
10118		0		2.6
10119		0		2.2
10120		0		1.9
10122		0		2
10122		0		1.9
10123		0		2
10124		0		2
10125		0		2
10126		0		1.9
10127		0		2.3
10128		0		2.1
10130		0		2.1
10130		0		2
10131		0		2.1
10132		0		2
10133		0		2.2
10134		0		2
10135		0		1.9
10136		0		2.3
10137		0		2.2
10138		0		2
10139		0		2.1
10140		0		2.2
10141		0		1.9
10142		0		1.8
10143		0		1.9
10144		0		2
10145		0		2.1
10146		0		2
10147		0		2
10149		0		2.2
10149		0		2
10150		0		2.1
10151		0		2.2
10152		0		2.1
10153		0		2.2
10154		0		2
10155		0		2
10156		0		1.9
10157		0		1.9
10159		0		2.2
10159		0		2.2
10160		0		2
10162		0		2.1
10167		0		2.3
10167		0		2.4
10167		0		2
10167		0		2
10167		0		2.1
10168		0		1.9
10168		0		2
10170		0		2
10170		0		2
10172		0		2.1
10172		0		2.2
10174		0		2.1
10174		0		2
10175		0		2
10176		0		2
10177		0		1.8
10178		0		2.3
10179		0		2
10180		0		1.9
10181		0		2.1
10182		0		2.2
10183		0		2.1
10184		0		2
10185		0		1.9
10186		0		2
10187		0		2.2
10188		0		2
10189		0		1.9
10190		0		2.3
10191		0		2
10192		0		2.1
10193		0		2
10194		0		2.1
10195		0		2
10196		0		2.3
10197		0		1.9
10198		0		2.1
10199		0		2.3
10200		0		2.1
10201		0		2
10202		0		2.1
10203		0		2.2
10204		0		1.9
10205		0		2.2
10206		0		2.1
10207		0		2.2
10208		0		2
10209		0		2
10210		0		1.9
10211		0		2.2
10212		0		2
10213		0		2.2
10214		0		2.2
10215		0		2.1
10216		0		2
10217		0		2
10218		0		2
10219		0		1.9
10220		0		2
10221		0		2
10222		0		2.3
10223		0		2.6
10224		0		2.1
10225		0		1.9
10226		0		2
10227		0		1.9
10228		0		2
10229		0		2
10230		0		2.2
10231		0		2
10232		0		2.4
10233		0		2.2
10234		0		2.2
10235		0		2.4
10236		0		2.1
10237		0		2.2
10238		0		2.2
10240		0		2.3
10240		0		2
10241		0		2.4
10242		0		2.3
10243		0		2.2
10244		0		2.1
10245		0		2.5
10246		0		2
10247		0		2
10248		0		2.2
10249		0		2.3
10250		0		2.3
10251		0		2.2
10252		0		2.3
10253		0		2.2
10254		0		2.3
10255		0		2.2
10256		0		2.4
10257		0		2.2
10258		0		2.2
10259		0		2.2
10260		0		2.3
10261		0		2.3
10262		0		2.2
10263		0		2.2
10264		0		2.3
10265		0		2.2
10266		0		2.4
10267		0		2.2
10268		0		2.5
10269		0		2.2
10270		0		2.2
10271		0		2.2
10272		0		2.2
10273		0		2.3
10274		0		2.2
10275		0		2.3
10276		0		2.2
10277		0		2.4
10278		0		2.2
10279		0		2.2
10280		0		2.2
10281		0		2.1
10282		0		2
10283		0		2.4
10284		0		2.3
10285		0		2.2
10286		0		2.7
10287		0		2.3
10288		0		2
10289		0		2.4
10290		0		2.3
10291		0		2.2
10292		0		2.2
10293		0		2.3
10294		0		2.1
10295		0		2
10296		0		2.2
10297		0		2.2
10298		0		2.1
10299		0		2.2
10300		0		2.3
10301		0		2.4
10302		0		2.1
10303		0		2
10304		0		2.4
10305		0		2.4
10306		0		2.3
10307		0		2.1
10308		0		2.3
10309		0		2.3
10310		0		1.9
10311		0		2.2
10312		0		2.3
10313		0		2.9
10314		0		2.3
10315		0		2.3
10316		0		2.2
10317		0		2.3
10318		0		2.2
10319		0		2.4
10320		0		2.1
10321		0		2.3
10322		0		2.2
10323		0		2.1
10324		0		2
10325		0		2.4
10326		0		2.3
10332		0		2.2
10332		0		2.1
10332		0		2.2
10332		0		2.3
10333		0		2.2
10333		0		2.2
10333		0		2.3
10334		0		2.3
10335		0		2
10336		0		2.3
10337		0		2.2
10338		0		2.4
10339		0		2.3
10340		0		2.2
10341		0		2.4
10342		0		2.3
10343		0		2.2
10344		0		2.1
10345		0		2.2
10346		0		2.4
10347		0		2.2
10348		0		2.2
10349		0		2.1
10350		0		2.9
10351		0		2.2
10352		0		2
10353		0		2.2
10354		0		2.3
10355		0		2.3
10356		0		2
10357		0		2.3
10358		0		2.2
10359		0		2.3
10360		0		2.2
10361		0		2.4
10362		0		2.3
10363		0		2.3
10364		0		2.2
10365		0		2.3
10366		0		2.3
10367		0		2.2
10368		0		2.2
10369		0		2.2
10370		0		2.2
10371		0		2.4
10372		0		2
10373		0		2.3
10374		0		2.4
10375		0		2.4
10376		0		2.8
10377		0		2.2
10378		0		2.3
10379		0		2.4
10380		0		2.4
10381		0		2.3
10382		0		1.9
10383		0		2.4
10384		0		2.3
10385		0		2.2
10386		0		2.3
10387		0		2.4
10388		0		2.4
10389		0		2.3
10390		0		2.2
10391		0		2.1
10392		0		2.2
10393		0		2.3
10394		0		2.2
10395		0		2.2
10396		0		2.3
10397		0		2.2
10398		0		2
10399		0		2.3
10400		0		2.2
10401		0		2.4
10402		0		2.9
10403		0		1.8
10405		0		2.3
10405		0		2.3
10406		0		2.2
10407		0		2.1
10408		0		2.3
10409		0		2.4
10410		0		2.4
10411		0		2.2
10412		0		2.1
10413		0		2.2
10414		0		2.3
10415		0		2
10416		0		2
10417		0		2.3
10418		0		2.9
10419		0		2.3
10420		0		2.3
10421		0		2.2
10422		0		2.2
10423		0		2.2
10424		0		2.4
10426		0		2.1
10426		0		2.3
10427		0		2.2
10428		0		2.1
10429		0		2.1
10430		0		2.2
10432		0		2.4
10432		0		2.2
10433		0		2.1
10434		0		2.2
10435		0		2.3
10436		0		2.2
10437		0		2.2
10438		0		2
10439		0		2.8
10440		0		2.3
10441		0		2.9
10442		0		2.4
10443		0		2.2
10444		0		2.1
10445		0		2.1
10446		0		2.3
10447		0		2.3
10448		0		2.2
10449		0		2.1
10450		0		2.2
10451		0		2.3
10452		0		2.2
10453		0		2.2
10454		0		2.1
10455		0		2.3
10456		0		2.2
10457		0		2.3
10458		0		2.1
10459		0		2.2
10460		0		2.2
10461		0		2
10462		0		2.3
10463		0		2.2
10464		0		2.3
10465		0		2.2
10466		0		2.2
10467		0		2.2
10468		0		2.3
10469		0		2.4
10470		0		2.1
10471		0		2
10472		0		2.4
10473		0		2.3
10474		0		2.2
10475		0		2.6
10476		0		2.9
10477		13.3		2.7
10478		13.3		2.6
10479		13.2		2.3
10480		0		2.3
10481		0		3.2
10482		0		2.8
10483		0		3.3
10484		0		2.9
10485		0		3.6
10486		0		3.2
10487		0		4.1
10488		0		4.9
10489		0		5
10490		0		5.3
10491		0		5.6
10492		0		6.2
10493		0		6.8
10494		0		6.9
10495		0		6.8
10496		0		7
10497		0		6.5
10498		0		6.5
10499		0		6.4
10500		0		5.8
10501		0		6
10502		0		8.9
10503		0		10.4
10504		0		13.3
10505		0		16.6
10506		0		18.5
10507		0		20.4
10508		0		21.4
10509		0		22
10510		0		21.1
10511		0		19.5
10512		0		18.3
10513		0		16.8
10515		0		15.7
10515		0		16.1
10516		0		18.5
10517		0		22
10518		0		23.5
10519		0		25.5
10520		0		26.2
10521		0		26.2
10522		0		25.7
10523		0		25.4
10524		0		25.4
10525		0		27
10526		0		30.1
10527		0		33.8
10528		0		37.5
10529		0		39.7
10530		0		40.6
