3		0		2
5		0		1.9
5		0		1.9
5		0		2
5		0		1.9
6		0		2.6
6		0		2.2
6		0		2
6		0		1.9
7		0		2.2
7		0		1.9
7		0		2
7		0		2.1
7		0		2.3
7		0		2.3
7		0		2.6
7		0		2.2
7		0		1.9
8		0		2.2
8		0		2
8		0		2.2
8		0		1.9
8		0		1.9
8		0		2.1
8		0		2
9		0		2.6
9		0		2
9		0		2.3
9		0		2
9		0		1.9
9		0		2
9		0		2.3
9		0		1.9
9		0		2.2
10		0		2
10		0		2
10		0		2.3
10		0		1.9
10		0		2.2
10		0		2.2
10		0		2.2
10		0		2.4
11		0		2
12		0		1.9
13		0		1.9
14		0		2.3
15		0		2.2
16		0		1.9
17		0		2.2
18		0		1.8
19		0		2
20		0		2.3
21		0		2.2
22		0		2.2
23		0		2.4
24		0		2.2
25		0		2.2
26		0		2.3
27		0		2.3
28		0		2.3
29		0		2.4
30		0		2.2
31		0		1.9
32		0		2
33		0		1.9
34		0		2
35		0		2
36		0		2.1
37		0		2.2
38		0		2.1
39		0		2.3
40		0		2.1
41		0		2.2
42		0		2.6
43		0		2.2
44		0		2
45		0		2.4
46		0		2
47		0		2
48		0		2.2
49		0		2.1
50		0		2
51		0		2.2
52		0		2.3
53		0		2.2
54		0		2.2
55		0		2
56		0		1.9
57		0		2.1
58		0		2
59		0		2.4
60		0		2
61		0		2.4
62		0		1.8
63		0		2
64		0		1.9
65		0		2.3
66		0		2.1
67		0		2.6
68		0		2
69		0		2.2
70		0		2.2
71		0		2.2
72		0		1.9
73		0		1.9
74		0		2
75		0		1.9
76		0		1.9
77		0		1.9
78		0		2.1
79		0		2
80		0		2.4
81		0		2.2
82		0		2
83		0		1.9
84		0		2.3
85		0		2
86		0		2.2
87		0		2
88		0		2.1
89		0		2.3
90		0		1.9
91		0		2.2
92		0		2
93		0		2
94		0		2.2
95		0		2.2
96		0		2.3
97		0		2
98		0		2.1
99		0		2.2
100		0		2.2
101		0		2.1
102		0		2
103		0		2
104		0		2.2
105		0		1.9
106		0		1.9
107		0		2.2
108		0		2.1
109		0		2.2
110		0		1.9
111		0		2.2
112		0		2.1
113		0		2
114		0		2.2
115		0		2.3
116		0		1.9
117		0		2.2
118		0		2.3
119		0		2
120		0		2.1
121		0		1.9
122		0		2.1
123		0		2.2
124		0		2
125		0		2
126		0		2.2
127		0		2.2
128		0		2.4
129		0		2.2
130		0		2.2
131		0		2.3
